id,datasetidentifier,url,title,description,themes,keywords,updated_keywords,updated_description
5929,c1151c14-d8e6-4717-ac02-bf6890e27ba8,https://data.europa.eu/data/datasets/c1151c14-d8e6-4717-ac02-bf6890e27ba8,Water Framework Directive Coastal Status,"The Environmental Protection Agency (ie. EPA) Coastal Status Feature Class Dataset has been sourced from the EPA. This Dataset Covers Coastal waters around the Irish coastline designated under the EU Water Framework Directive. The EU Water Framework Directive found to ensure good quality waters. 

The geometry precision of this layer is based on the OSi Discovery Series layer Ireland feature class.","http://publications.europa.eu/resource/authority/data-theme/ENVI, https://data.gov.ie/Environment","coastal heritage, environment, heritage council, sea regions, society, water framework directive coastal status","coastal heritage, environment, heritage council, sea regions, society","The Environmental Protection Agency (ie. EPA) Coastal Status Feature Class Dataset has been sourced from the EPA. This Dataset Covers Coastal waters around the Irish coastline designated under the EU Water Framework Directive. The EU Water Framework Directive found to ensure good quality waters. 

The geometry precision of this layer is based on the OSi Discovery Series layer Ireland feature class."
5931,e7c5b72e-3cbf-4127-a69e-55cc5f9b4f9e,https://data.europa.eu/data/datasets/e7c5b72e-3cbf-4127-a69e-55cc5f9b4f9e,Urban Waste Water Treatment Area Boundaries for areas with a population equivalent of more than 500.,"This shows the urban areas with a population equivalent of more than 500 Served by a Sewage collection system.

The boundaries shown in the map are based on the maps provided by the licensee in the EPA’s Waste Water Discharge Licence Applications. 

Further information about each licence and their application can be found on the EPA website - www.epa.ie","http://publications.europa.eu/resource/authority/data-theme/GOVE, https://data.gov.ie/Government","environment, government, ie, industrial waste, sewage, sewage disposal, sewage plant, sewage treatment, urban areas, urban wastewater, utility and governmental services, waste water","environment, government, ie, industrial waste, sewage, sewage disposal, sewage plant, sewage treatment, urban areas, urban wastewater, waste water","This shows the urban areas with a population equivalent of more than 500 Served by a Sewage collection system.

The boundaries shown in the map are based on the maps provided by the licensee in the EPA’s Waste Water Discharge Licence Applications. 

Further information about each licence and their application can be found on the EPA website - www.epa.ie"
5941,34b5fdbb-fb55-4b6a-a134-551463378611,https://data.europa.eu/data/datasets/34b5fdbb-fb55-4b6a-a134-551463378611,National Inventory of Architectural Heritage (NIAH) National Dataset,"The National Inventory of Architectural Heritage (NIAH) is a state initiative under the administration of the Department of Housing, Local Government and Heritage and established on a statutory basis under the provisions of the Architectural Heritage (National Inventory) and Historic Monuments (Miscellaneous Provisions) Act 1999.The purpose of the NIAH is to identify, record, and evaluate the post-1700 Architectural heritage of Ireland, uniformly and consistently as an aid in the protection and conservation of the built heritage. NIAH surveys provided the basis for the recommendations of the Minister for Housing, Local Government and Heritage to the planning authorities for the inclusion of particular structures in their Record of Protected Structures (RPS).



This Dataset is provided for re-use in a number of ways and the technical options are outlined below.
For a live and current view of the data, please use the web services or the data extract tool in the Historic Environment Viewer.
The NIAH also provides an Open Data Snapshot of its national Dataset in CSV as a bulk data download.
It contains all the Ministerial Recommendations published to date and is updated as surveys are published.


Open Data Bulk Data Downloads (version date:
11/10/2023)


The NIAH Survey data is provided as a national download in comma separated Value (CSV) format.
This format can be easily integrated into a number of software clients for re-use and analysis.
The Longitude and Latitude coordinates are provided to aid its re-use in web mapping systems, However, the ITM easting/northings coordinates should be quoted for official purposes.



GIS Web Service APIs (live views):


For users with access to GIS software please note that the NIAH data is also available as Spatial data web services.
By accessing and consuming the web service users are deemed to have accepted the Terms and Conditions.
The web services are available at the URL Endpoints advertised below:


NIAH Feature Service:
https://services-eu1.arcgis.com/HyjXgkV6KGMSF3jt/arcgis/rest/services/NIAHBuildingsOpenData/FeatureServer


Historic Environment Viewer – Query Tool


The “Query” tool can alternatively be used to selectively filter and download the data represented in the Historic Environment Viewer.
The instructions for using this tool in the Historic Environment Viewer are Detailed in the associated Help file:
https://www.archaeology.ie/sites/default/files/media/pdf/HEV_UserGuide_v01.pdf","http://publications.europa.eu/resource/authority/data-theme/ENVI, https://data.gov.ie/Environment","architecture, built environment, environment, ireland, planningcadastre, protected sites","architecture, built environment, environment, ireland, planningcadastre, protected sites","The National Inventory of Architectural Heritage (NIAH) is a state initiative under the administration of the Department of Housing, Local Government and Heritage and established on a statutory basis under the provisions of the Architectural Heritage (National Inventory) and Historic Monuments (Miscellaneous Provisions) Act 1999.The purpose of the NIAH is to identify, record, and evaluate the post-1700 Architectural heritage of Ireland, uniformly and consistently as an aid in the protection and conservation of the built heritage. NIAH surveys provided the basis for the recommendations of the Minister for Housing, Local Government and Heritage to the planning authorities for the inclusion of particular structures in their Record of Protected Structures (RPS).



This Dataset is provided for re-use in a number of ways and the technical options are outlined below.
For a live and current view of the data, please use the web services or the data extract tool in the Historic Environment Viewer.
The NIAH also provides an Open Data Snapshot of its national Dataset in CSV as a bulk data download.
It contains all the Ministerial Recommendations published to date and is updated as surveys are published.


Open Data Bulk Data Downloads (version date:
11/10/2023)


The NIAH Survey data is provided as a national download in comma separated Value (CSV) format.
This format can be easily integrated into a number of software clients for re-use and analysis.
The Longitude and Latitude coordinates are provided to aid its re-use in web mapping systems, However, the ITM easting/northings coordinates should be quoted for official purposes.



GIS Web Service APIs (live views):


For users with access to GIS software please note that the NIAH data is also available as Spatial data web services.
By accessing and consuming the web service users are deemed to have accepted the Terms and Conditions.
The web services are available at the URL Endpoints advertised below:


NIAH Feature Service:
https://services-eu1.arcgis.com/HyjXgkV6KGMSF3jt/arcgis/rest/services/NIAHBuildingsOpenData/FeatureServer


Historic Environment Viewer – Query Tool


The “Query” tool can alternatively be used to selectively filter and download the data represented in the Historic Environment Viewer.
The instructions for using this tool in the Historic Environment Viewer are Detailed in the associated Help file:
https://www.archaeology.ie/sites/default/files/media/pdf/HEV_UserGuide_v01.pdf"
5943,bd9066e6-4cfe-4597-8b15-cbf6d1b0ffdd,https://data.europa.eu/data/datasets/bd9066e6-4cfe-4597-8b15-cbf6d1b0ffdd,Museums Collections Archives,"Museums, Collections and Archives Dataset created and managed by the Heritage Council. This Dataset is a comprehensive record of natural and cultural heritage facilities open to the public across the island of Ireland. The Dataset was created to provide a comprehensive list of these types of heritage facility throughout Ireland, providing a temporal basis for research within this sector. The Dataset was also created to provide a map that would enable researchers and Tourists to search for natural and cultural heritage facilities geographically and by category. The Dataset includes information on each facility’s exhibitions, address and contact details.","http://publications.europa.eu/resource/authority/data-theme/EDUC, https://data.gov.ie/Arts","archives, art, buildings, collections, cultural facility, cultural heritage, economy, heritage, ireland, museum, society","archives, art, buildings, collections, cultural facility, cultural heritage, economy, heritage, ireland, museum, society","Museums, Collections and Archives Dataset created and managed by the Heritage Council. This Dataset is a comprehensive record of natural and cultural heritage facilities open to the public across the island of Ireland. The Dataset was created to provide a comprehensive list of these types of heritage facility throughout Ireland, providing a temporal basis for research within this sector. The Dataset was also created to provide a map that would enable researchers and Tourists to search for natural and cultural heritage facilities geographically and by category. The Dataset includes information on each facility’s exhibitions, address and contact details."
5948,c1696597-39dc-49e9-85fe-67f9d6f4890d,https://data.europa.eu/data/datasets/c1696597-39dc-49e9-85fe-67f9d6f4890d,Impacting on Bathing Water,"This shows the urban areas where waste water Discharges were a contributing factor to the poor classification of the Bathing waters, as identified in the EPA’s annual Bathing Water Quality in Ireland Report. When Bathing waters are classified as poor it means that there is a risk of periodic pollution, with the potential to cause illness such as skin rash and stomach upset. 

Further information about Urban Areas Impacting on Bathing waters can be found in the EPA’s Annual Urban Waste Water Report on the EPA website – www.epa.ie 

You can find out more about Bathing water at Ireland’s beaches and lakes on our website – www.beaches.ie.","http://publications.europa.eu/resource/authority/data-theme/GOVE, https://data.gov.ie/Government","environment, government, ie, industrial waste, plant locations, sewage, sewage disposal, urban wastewater, utility and governmental services, waste water","environment, government, ie, industrial waste, plant locations, sewage, sewage disposal, urban wastewater, waste water","This shows the urban areas where waste water Discharges were a contributing factor to the poor classification of the Bathing waters, as identified in the EPA’s annual Bathing Water Quality in Ireland Report. When Bathing waters are classified as poor it means that there is a risk of periodic pollution, with the potential to cause illness such as skin rash and stomach upset. 

Further information about Urban Areas Impacting on Bathing waters can be found in the EPA’s Annual Urban Waste Water Report on the EPA website – www.epa.ie 

You can find out more about Bathing water at Ireland’s beaches and lakes on our website – www.beaches.ie."
5951,b77357ac-61b8-427f-93fc-ba5e709a236f,https://data.europa.eu/data/datasets/b77357ac-61b8-427f-93fc-ba5e709a236f,RNLI Lifeboat Stations,"This feature class shows the location of lifeboat stations around Ireland. Additional information on the facilities available at each station is also provided.
Data was downloaded from MIDA Atlas hosted by the CMRC.","http://publications.europa.eu/resource/authority/data-theme/ENVI, https://data.gov.ie/Environment","coastal heritage, environment, heritage council, oceans, rnli lifeboat stations, sea regions, structure","coastal heritage, environment, heritage council, oceans, rnli lifeboat stations, sea regions, structure","This feature class shows the location of lifeboat stations around Ireland. Additional information on the facilities available at each station is also provided.
Data was downloaded from MIDA Atlas hosted by the CMRC."
5952,5d398b73-cbec-4ec0-a3a2-3ec28f4e423c,https://data.europa.eu/data/datasets/5d398b73-cbec-4ec0-a3a2-3ec28f4e423c,Commercial Fishing Shannon estuary,"Dataset provided by Limerick County Council.

Dataset was generated as part of the Shannon Integrated Coastal Management Zone Survey.

Dataset attributed by Angling ‘Method’ &amp; ‘License No.’. Dataset provided by Limerick County Council.


Dataset was generated as part of the Shannon Integrated Coastal Management Zone Survey.


Dataset attributed by Angling ‘Method’ &amp; ‘License No.’.","http://publications.europa.eu/resource/authority/data-theme/ENVI, https://data.gov.ie/Environment","commercial fishing shannon estuary, environment, sea regions, shannon integrated coastal management zone survey, society","environment, sea regions, society","Dataset provided by Limerick County Council.

Dataset was generated as part of the Shannon Integrated Coastal Management Zone Survey.

Dataset attributed by Angling ‘Method’ &amp; ‘License No.’. Dataset provided by Limerick County Council.


Dataset was generated as part of the Shannon Integrated Coastal Management Zone Survey.


Dataset attributed by Angling ‘Method’ &amp; ‘License No.’."
5953,7a220e5f-3b72-494c-b786-bce6e885cad9,https://data.europa.eu/data/datasets/7a220e5f-3b72-494c-b786-bce6e885cad9,IBTS Haul Station,IBTS Haul station. Dataset created from Acoustic Survey SQL database.,"http://publications.europa.eu/resource/authority/data-theme/ENVI, https://data.gov.ie/Environment","biota, coastal heritage, environment, heritage council, ibts haul station, marine institute, oceans, sea regions","biota, coastal heritage, environment, heritage council, ibts haul station, marine institute, oceans, sea regions",IBTS Haul station. Dataset created from Acoustic Survey SQL database.
5955,412281ea-1d14-4f6d-bb7c-e121e0218cfd,https://data.europa.eu/data/datasets/412281ea-1d14-4f6d-bb7c-e121e0218cfd,Likelihood of Inadequate Percolation to Groundwater,"This Dataset indicates the likelihood of inadequate percolation for Domestic Waste Water Treatment Systems (DWWTS) based on mapped geological information. This Dataset was developed as part of a risk-based methodology to assist in the regulation of Domestic Waste Water Treatment Systems (EPA, 2013). http://www.epa.ie/pubs/reports/water/wastewater/dwwtriskranking.html. The aim of the report was to set out a methodology to enable the EPA to adopt a risk-based approach to organising inspections of domestic waste water treatment systems (DWWTSs), whereby the level of inspection would be proportionate to the risk posed to human health and the environment.","http://publications.europa.eu/resource/authority/data-theme/ENVI, https://data.gov.ie/Environment","domestic waste, domestic waste water, dwwts, environment, human health, ie, national inspection plan, pollution, septic tanks, source pathway receptor, waste, waste water","domestic waste, domestic waste water, dwwts, environment, human health, ie, national inspection plan, pollution, septic tanks, source pathway receptor, waste, waste water","This Dataset indicates the likelihood of inadequate percolation for Domestic Waste Water Treatment Systems (DWWTS) based on mapped geological information. This Dataset was developed as part of a risk-based methodology to assist in the regulation of Domestic Waste Water Treatment Systems (EPA, 2013). http://www.epa.ie/pubs/reports/water/wastewater/dwwtriskranking.html. The aim of the report was to set out a methodology to enable the EPA to adopt a risk-based approach to organising inspections of domestic waste water treatment systems (DWWTSs), whereby the level of inspection would be proportionate to the risk posed to human health and the environment."
5962,b7303207-8b96-40b3-8bcf-22f0f35e8fc3,https://data.europa.eu/data/datasets/b7303207-8b96-40b3-8bcf-22f0f35e8fc3,Near Real Time Rivers Ecology Monitoring Results,"This record represents near real time River Ecology Monitoring Results. National surveys of Irish rivers have taken place on a continuous basis since 1971, at 2.900 km of river channel was surveyed. The National Rivers Monitoring Programme was replaced by the Water Framework Monitoring Programme from 22 December 2006. As part of the Water Framework Directive (WFD) Monitoring Programme approximately one third of our major rivers and their more important Tributaries are surveyed and assessed each year by EPA ecologists. A complete survey cycle is completed every three years. The sites are scored on a five point system developed by the EPA called the Biological Q rating system.","http://publications.europa.eu/resource/authority/data-theme/ENVI, https://data.gov.ie/Environment","biological q, biology, environment, environmental monitoring facilities, ie, river ecology, river ecology monitoring points, river monitoring, rivers, water","biological q, biology, environment, environmental monitoring facilities, ie, river ecology, river monitoring, rivers, water","This record represents near real time River Ecology Monitoring Results. National surveys of Irish rivers have taken place on a continuous basis since 1971, at 2.900 km of river channel was surveyed. The National Rivers Monitoring Programme was replaced by the Water Framework Monitoring Programme from 22 December 2006. As part of the Water Framework Directive (WFD) Monitoring Programme approximately one third of our major rivers and their more important Tributaries are surveyed and assessed each year by EPA ecologists. A complete survey cycle is completed every three years. The sites are scored on a five point system developed by the EPA called the Biological Q rating system."
5965,651f9901-50a0-4e7f-867b-dd4c802d48a2,https://data.europa.eu/data/datasets/651f9901-50a0-4e7f-867b-dd4c802d48a2,Mines – Point Waste Features,Point locations of seepages and Discharges found at mine sites.,"http://publications.europa.eu/resource/authority/data-theme/ENVI, https://data.gov.ie/Environment","environment, historic mines, historic mines project, ie, mine, mine boundary, mineral, mineral resource, protected sites","environment, historic mines, historic mines project, ie, mine, mine boundary, mineral, mineral resource, protected sites",Point locations of seepages and Discharges found at mine sites.
5966,9fd42cc7-265b-41fe-8963-5754aa70ca68,https://data.europa.eu/data/datasets/9fd42cc7-265b-41fe-8963-5754aa70ca68,National Monuments Service – Archaeological Survey of Ireland,"This Archaeological Survey of Ireland Dataset is published from the database of the National Monuments Service Sites and Monuments Record (SMR). This Dataset also can be viewed and interrogated through the online Historic Environment Viewer: https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8 
A Sites and Monuments Record (SMR) was issued for all counties in the State between 1984 and 1992.
The SMR is a manual containing a numbered list of certain and possible monuments accompanied by 6-inch Ordnance Survey maps (at a reduced scale). The SMR formed the basis for issuing the Record of Monuments and Places (RMP) – the statutory list of recorded monuments established under Section 12 of the National Monuments (Amendment) Act 1994. The RMP was issued for each county between 1995 and 1998 in a similar format to the existing SMR. The RMP differs from the earlier lists in that, as defined in the Act, only monuments with known locations or places where there are believed to be monuments are included.   The large Archaeological Survey of Ireland archive and supporting database are managed by the National Monuments Service and the records are continually updated and supplemented as additional monuments are discovered.
On the Historic Environment viewer an area around each monument has been shaded, the scale of which varies with the class of monument.
This area does not define the extent of the monument, nor it define a buffer area beyond which ground threshold should not take place – it merely identifies an area of land within which is expected that the monument will be located. It is not a Constraint area for screening – such must be set by the relevant authority who requires screening for their own purposes.  This data has been released for download as Open Data under the DPER Open Data Strategy and is licensed for re-use under the Creative Commons Attribution 4.0 International licence. http://creativecommons.org/licenses/by/4.0 
Please note that the centre point of each record is not indicative of the geographic extent of the monument.
The existing point centroids were digitised relative to the OSI 6-inch mapping and the move from this older IG-referenced series to the larger-scale ITM mapping will require revisions.
The accuracy of the derived ITM co-ordinates is limited to the OS 6-inch scale and errors may ensue should the user apply the co-ordinates to larger scale maps.
Records that do not refer to ‘monuments’ are designated ‘redundant record’ and are retained in the archive as they may relate to that features once considered to be monuments but which on investigation proved otherwise.Redundant may records also Refer to duplicate records or errors in the data structure of the Archaeological Survey of Ireland.

 This Dataset is provided for re-use in a number of ways and the technical options are outlined below. For a live and current view of the data, please use the web services or the data extract tool in the Historic Environment Viewer. The National Monuments Service also provides an Open Data Snapshot of its national Dataset in CSV as a bulk data download. Users should consult the National Monument Service website https://www.archaeology.ie/ for further information and guidance on the National Monument Act(s) and the legal significance of this Dataset. 
Open Data Bulk Data Downloads (version date:
23/06/2023) 

The Sites and Monuments Record (SMR) is provided as a national download in comma separated Value (CSV) format.
This format can be easily integrated into a number of software clients for re-use and analysis.
The Longitude and Latitude coordinates are provided to aid its re-use in web mapping systems, However, the ITM easting/northings coordinates should be quoted for official purposes.
ERSI Shapefiles of the SMR points and SMRZone polygons are also available

The SMRZones represent an area around each monument, the scale of which varies with the class of monument.
This area does not define the extent of the monument, nor it define a buffer area beyond which ground threshold should not take place – it merely identifies an area of land within which is expected that the monument will be located.
It is not a Constraint area for screening – such must be set by the relevant authority who requires screening for their own purposes.


GIS Web Service APIs (live views):


For users with access to GIS software please note that the Archaeological Survey of Ireland data is available Spatial data web services.
By accessing and consuming the web service users are deemed to have accepted the Terms and Conditions.
The web services are available at the URL Endpoints advertised below:


SMR;
https://services-eu1.arcgis.com/HyjXgkV6KGMSF3jt/arcgis/rest/services/SMROpenData/FeatureServer


SMRZone;
https://services-eu1.arcgis.com/HyjXgkV6KGMSF3jt/arcgis/rest/services/SMRZoneOpenData/FeatureServer


Historic Environment Viewer – Query Tool


The “Query” tool can alternatively be used to selectively filter and download the data represented in the Historic Environment Viewer.
The instructions for using this tool in the Historic Environment Viewer are Detailed in the associated Help file:
https://www.archaeology.ie/sites/default/files/media/pdf/HEV_UserGuide_v01.pdf","http://publications.europa.eu/resource/authority/data-theme/ENVI, https://data.gov.ie/Environment","archaeology, architecture, environment, ireland, planningcadastre, protected sites","archaeology, architecture, environment, ireland, planningcadastre, protected sites","This Archaeological Survey of Ireland Dataset is published from the database of the National Monuments Service Sites and Monuments Record (SMR). This Dataset also can be viewed and interrogated through the online Historic Environment Viewer: https://heritagedata.maps.arcgis.com/apps/webappviewer/index.html?id=0c9eb9575b544081b0d296436d8f60f8 
A Sites and Monuments Record (SMR) was issued for all counties in the State between 1984 and 1992.
The SMR is a manual containing a numbered list of certain and possible monuments accompanied by 6-inch Ordnance Survey maps (at a reduced scale). The SMR formed the basis for issuing the Record of Monuments and Places (RMP) – the statutory list of recorded monuments established under Section 12 of the National Monuments (Amendment) Act 1994. The RMP was issued for each county between 1995 and 1998 in a similar format to the existing SMR. The RMP differs from the earlier lists in that, as defined in the Act, only monuments with known locations or places where there are believed to be monuments are included.   The large Archaeological Survey of Ireland archive and supporting database are managed by the National Monuments Service and the records are continually updated and supplemented as additional monuments are discovered.
On the Historic Environment viewer an area around each monument has been shaded, the scale of which varies with the class of monument.
This area does not define the extent of the monument, nor it define a buffer area beyond which ground threshold should not take place – it merely identifies an area of land within which is expected that the monument will be located. It is not a Constraint area for screening – such must be set by the relevant authority who requires screening for their own purposes.  This data has been released for download as Open Data under the DPER Open Data Strategy and is licensed for re-use under the Creative Commons Attribution 4.0 International licence. http://creativecommons.org/licenses/by/4.0 
Please note that the centre point of each record is not indicative of the geographic extent of the monument.
The existing point centroids were digitised relative to the OSI 6-inch mapping and the move from this older IG-referenced series to the larger-scale ITM mapping will require revisions.
The accuracy of the derived ITM co-ordinates is limited to the OS 6-inch scale and errors may ensue should the user apply the co-ordinates to larger scale maps.
Records that do not refer to ‘monuments’ are designated ‘redundant record’ and are retained in the archive as they may relate to that features once considered to be monuments but which on investigation proved otherwise.Redundant may records also Refer to duplicate records or errors in the data structure of the Archaeological Survey of Ireland.

 This Dataset is provided for re-use in a number of ways and the technical options are outlined below. For a live and current view of the data, please use the web services or the data extract tool in the Historic Environment Viewer. The National Monuments Service also provides an Open Data Snapshot of its national Dataset in CSV as a bulk data download. Users should consult the National Monument Service website https://www.archaeology.ie/ for further information and guidance on the National Monument Act(s) and the legal significance of this Dataset. 
Open Data Bulk Data Downloads (version date:
23/06/2023) 

The Sites and Monuments Record (SMR) is provided as a national download in comma separated Value (CSV) format.
This format can be easily integrated into a number of software clients for re-use and analysis.
The Longitude and Latitude coordinates are provided to aid its re-use in web mapping systems, However, the ITM easting/northings coordinates should be quoted for official purposes.
ERSI Shapefiles of the SMR points and SMRZone polygons are also available

The SMRZones represent an area around each monument, the scale of which varies with the class of monument.
This area does not define the extent of the monument, nor it define a buffer area beyond which ground threshold should not take place – it merely identifies an area of land within which is expected that the monument will be located.
It is not a Constraint area for screening – such must be set by the relevant authority who requires screening for their own purposes.


GIS Web Service APIs (live views):


For users with access to GIS software please note that the Archaeological Survey of Ireland data is available Spatial data web services.
By accessing and consuming the web service users are deemed to have accepted the Terms and Conditions.
The web services are available at the URL Endpoints advertised below:


SMR;
https://services-eu1.arcgis.com/HyjXgkV6KGMSF3jt/arcgis/rest/services/SMROpenData/FeatureServer


SMRZone;
https://services-eu1.arcgis.com/HyjXgkV6KGMSF3jt/arcgis/rest/services/SMRZoneOpenData/FeatureServer


Historic Environment Viewer – Query Tool


The “Query” tool can alternatively be used to selectively filter and download the data represented in the Historic Environment Viewer.
The instructions for using this tool in the Historic Environment Viewer are Detailed in the associated Help file:
https://www.archaeology.ie/sites/default/files/media/pdf/HEV_UserGuide_v01.pdf"
5967,06b271a5-bdf0-4b6a-acd1-c135b3e80672,https://data.europa.eu/data/datasets/06b271a5-bdf0-4b6a-acd1-c135b3e80672,Historic Landfills,This dataset relates to Historic Landfills to which a Certification of Authorisation has been issued by the Agency. The dataset includes the boundary of each historic landfill and other associated information.,"http://publications.europa.eu/resource/authority/data-theme/ENVI, https://data.gov.ie/Environment","environment, hazardous waste, historic, ie, landfill, waste, waste boundaries, waste disposal, waste facilities, waste facility, waste management, waste minimisation","environment, hazardous waste, historic, ie, landfill, waste, waste boundaries, waste disposal, waste facilities, waste facility, waste management, waste minimisation",This dataset relates to Historic Landfills to which a Certification of Authorisation has been issued by the Agency. The dataset includes the boundary of each historic landfill and other associated information.
5974,e73a0792-471d-48b3-a050-bda45fdbcaa4,https://data.europa.eu/data/datasets/e73a0792-471d-48b3-a050-bda45fdbcaa4,Urban Waste Water Agglomerations causing a key pollution pressure on rivers or lakes,"This shows the urban areas where waste water Discharges were identified as the sole pollution pressure on water bodies at risk of not achieving good status.



You can get more information on the status of local water bodies, and the environmental pressures which may be causing problems on the www.catchments.ie website.","http://publications.europa.eu/resource/authority/data-theme/GOVE, https://data.gov.ie/Government","environment, government, ie, industrial waste, plant locations, sewage, sewage disposal, urban wastewater, utility and governmental services, waste water","environment, government, ie, industrial waste, plant locations, sewage, sewage disposal, urban wastewater, waste water","This shows the urban areas where waste water Discharges were identified as the sole pollution pressure on water bodies at risk of not achieving good status.



You can get more information on the status of local water bodies, and the environmental pressures which may be causing problems on the www.catchments.ie website."
5976,4788e4ad-92a7-4f0b-ac97-25fbab4fd2a4,https://data.europa.eu/data/datasets/4788e4ad-92a7-4f0b-ac97-25fbab4fd2a4,Water Framework Directive Section 4 Discharges,"This is a points Dataset of licensed and licensable Section 4 Discharges to water to support the characterisation of waterbodies for the 2nd Cycle of River Basin Management Planning. These sites were collected by RPS, upon Appointment by EPA in October 2015. This Dataset takes in account, among other datasets, the Section 4s Dataset developed in 2005 as Point Source pressures for the Article 5 Characterisation and Risk Assessment Report for the Water Framework Directive 2000/60/EC; (European Communities (Water Policy) Regulations 2003 (SI 722 of 2003)).","http://publications.europa.eu/resource/authority/data-theme/GOVE, https://data.gov.ie/Government","environment, government, ie, point source pressures, pressure, section 4, section 4s, utility and governmental services, water framework directive, waterbody, wfd","environment, government, ie, point source pressures, pressure, section 4, section 4s, water framework directive, waterbody, wfd","This is a points Dataset of licensed and licensable Section 4 Discharges to water to support the characterisation of waterbodies for the 2nd Cycle of River Basin Management Planning. These sites were collected by RPS, upon Appointment by EPA in October 2015. This Dataset takes in account, among other datasets, the Section 4s Dataset developed in 2005 as Point Source pressures for the Article 5 Characterisation and Risk Assessment Report for the Water Framework Directive 2000/60/EC; (European Communities (Water Policy) Regulations 2003 (SI 722 of 2003))."
5982,5f74fff0-1537-4b3d-a63c-bd524b7aa1b6,https://data.europa.eu/data/datasets/5f74fff0-1537-4b3d-a63c-bd524b7aa1b6,Inspire E-PRTR Sites and Facilities,"Location of PRTR sites and facilities that the EPA must report under the European Pollutant Release and Transfer Register (E-PRTR) if a Facility fulfils the following criteria: 
— the Facility falls under at least one of the 65 E-PRTR economic activities. The activities are also reported using a statistical classification of economic activities (NACE rev 2)

— the Facility has a capacity exceeding at least one of the E-PRTR capacity thrEsholds (Annex I)

— the Facility releases Pollutants or transfers waste off-site which exceed specific thrEsholds set out in Article 5 of the E-PRTR Regulation.
These thrEsholds for releases of Pollutants are specified for each media — air, water and land — in Annex II of the E-PRTR Regulation.","http://publications.europa.eu/resource/authority/data-theme/ECON, https://data.gov.ie/Economy","air pollution, economy, environment, ireland, land pollution, production and industrial facilities, prtr facility, sites and facilities (european pollutant release and transfer register), waste tranfser, water pollutaion, water pollution","air pollution, economy, environment, ireland, land pollution, prtr facility, waste tranfser, water pollutaion, water pollution","Location of PRTR sites and facilities that the EPA must report under the European Pollutant Release and Transfer Register (E-PRTR) if a Facility fulfils the following criteria: 
— the Facility falls under at least one of the 65 E-PRTR economic activities. The activities are also reported using a statistical classification of economic activities (NACE rev 2)

— the Facility has a capacity exceeding at least one of the E-PRTR capacity thrEsholds (Annex I)

— the Facility releases Pollutants or transfers waste off-site which exceed specific thrEsholds set out in Article 5 of the E-PRTR Regulation.
These thrEsholds for releases of Pollutants are specified for each media — air, water and land — in Annex II of the E-PRTR Regulation."
5986,1dca8579-9cff-4ea5-abaa-ae2bd3d541ba,https://data.europa.eu/data/datasets/1dca8579-9cff-4ea5-abaa-ae2bd3d541ba,Crimes at Garda Stations Level 2010-2016,This file contains original variables from the CSO regarding criminal Offences recorded in the 563 Garda Stations in the Republic of Ireland is available on an annual basis from 2010 to 2016*.,"http://publications.europa.eu/resource/authority/data-theme/SOCI, https://data.gov.ie/Society","crime, criminal offences, ireland, population distribution - demography, society","crime, criminal offences, ireland, society",This file contains original variables from the CSO regarding criminal Offences recorded in the 563 Garda Stations in the Republic of Ireland is available on an annual basis from 2010 to 2016*.
